CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id
C1424279	S4A11_HUMAN	Q8NBS3	SLC4A11	ENSG00000088836	null
C3540227	RFAL1_HUMAN	F8VTS6	RFPL4AL1	ENSG00000229292	null
C1413243	CD86_HUMAN	P42081	CD86	ENSG00000114013	T97783,T50912
C1427006	NDK6_HUMAN	O75414	NME6	ENSG00000172113	null
C1824016	ZN713_HUMAN	Q8N859	ZNF713	ENSG00000178665	null
C1334886	NMT2_HUMAN	O60551	NMT2	ENSG00000152465	null
C1421466	VPS41_HUMAN	P49754	VPS41	ENSG00000006715	null
C1413728	CRBA4_HUMAN	P53673	CRYBA4	ENSG00000196431	null
C1538597	PCGF1_HUMAN	Q9BSM1	PCGF1	ENSG00000115289	null
C1427247	BTBD8_HUMAN	Q5XKL5	BTBD8	ENSG00000189195	null
C1416457	INSM1_HUMAN	Q01101	INSM1	ENSG00000173404	null
C1426304	SSX8_HUMAN	Q7RTT4	null	ENSG00000157965	null
C1826451	NOL10_HUMAN	Q9BSC4	NOL10	ENSG00000115761	null
C1824166	ZGRF1_HUMAN	Q86YA3	ZGRF1	ENSG00000138658	null
C1412830	BST1_HUMAN	Q10588	BST1	ENSG00000109743	null
C1412675	VATL_HUMAN	P27449	ATP6V0C	ENSG00000185883	null
C1416472	IQGA2_HUMAN	Q13576	IQGAP2	ENSG00000145703	null
C1335226	PLCG2_HUMAN	P16885	PLCG2	ENSG00000197943	null
C1539064	CBLN4_HUMAN	Q9NTU7	CBLN4	ENSG00000054803	null
C1333722	T2FB_HUMAN	P13984	GTF2F2	ENSG00000188342	null
C1826481	NT5D3_HUMAN	Q86UY8	NT5DC3	ENSG00000111696	null
C1416273	A0A0A0MT36_HUMAN	A0A0A0MT36	IGKV6D-21	ENSG00000225523	null
C1428222	ZCCHV_HUMAN	Q7Z2W4	ZC3HAV1	ENSG00000105939	null
C1424472	B2L14_HUMAN	Q9BZR8	BCL2L14	ENSG00000121380	null
C1539698	RUSD2_HUMAN	Q8IZ73	RPUSD2	ENSG00000166133	null
C1428722	DOS_HUMAN	Q8N350	CBARP	ENSG00000099625	null
C1538218	UBR3_HUMAN	Q6ZT12	UBR3	ENSG00000144357	null
C1366479	CASP1_HUMAN	P29466	CASP1	ENSG00000137752	T98269
C1428483	RUND1_HUMAN	Q96C34	RUNDC1	ENSG00000198863	null
C1824085	ZWILC_HUMAN	Q9H900	ZWILCH	ENSG00000174442	null
C1415109	GLRA3_HUMAN	O75311	GLRA3	ENSG00000145451	null
C1420692	TX13A_HUMAN	Q9BXU3	TEX13A	ENSG00000268629	null
C1826309	MSL2_HUMAN	Q9HCI7	MSL2	ENSG00000174579	null
C1419250	RAI2_HUMAN	Q9Y5P3	RAI2	ENSG00000131831	null
C1423098	SNX7_HUMAN	Q9UNH6	SNX7	ENSG00000162627	null
C1539959	TCHL1_HUMAN	Q5QJ38	TCHHL1	ENSG00000182898	null
C2678562	PKHM3_HUMAN	Q6ZWE6	PLEKHM3	ENSG00000178385	null
C1427294	TXND5_HUMAN	Q8NBS9	TXNDC5	ENSG00000239264	null
C1422165	KMT2C_HUMAN	Q8NEZ4	KMT2C	ENSG00000055609	null
C4554761	CN048_HUMAN	Q8NCU1	CCDC197	ENSG00000175699	null
C2240098	T191C_HUMAN	A6NGB0	TMEM191C	ENSG00000206140	null
C1418078	O52A1_HUMAN	Q9UKL2	OR52A1	ENSG00000182070	null
C1412460	APBB2_HUMAN	Q92870	APBB2	ENSG00000163697	null
C1419197	RAB28_HUMAN	P51157	RAB28	ENSG00000157869	null
C1824677	CD3Z_HUMAN	P20963	CD247	ENSG00000198821	null
C1824154	DIA1_HUMAN	Q8NDZ4	DIPK2A	ENSG00000181744	null
C1423391	OR8BC_HUMAN	Q8NGG6	OR8B12	ENSG00000170953	null
C1332687	CCL24_HUMAN	O00175	CCL24	ENSG00000106178	null
C1426806	REM2_HUMAN	Q8IYK8	REM2	ENSG00000139890	null
C1419368	RGS10_HUMAN	O43665	RGS10	ENSG00000148908	null
C1425154	SPTA3_HUMAN	Q8NHX4	SPATA3	ENSG00000173699	null
C1414625	FKBP3_HUMAN	Q00688	FKBP3	ENSG00000100442	null
C1420283	SNRPA_HUMAN	P09012	SNRPA	ENSG00000077312	null
C1364081	MERTK_HUMAN	Q12866	MERTK	ENSG00000153208	T55781
C1416031	A0A0B4J1V0_HUMAN	A0A0B4J1V0	IGHV3-15	ENSG00000211943	null
C1825661	RPRD2_HUMAN	Q5VT52	RPRD2	ENSG00000163125	null
C1417509	MVP_HUMAN	Q14764	MVP	ENSG00000013364	null
C0812241	BRAF_HUMAN	P15056	BRAF	ENSG00000157764	T90648,T99089
C1335851	SYUG_HUMAN	O76070	SNCG	ENSG00000173267	T90360
C1425970	MAST3_HUMAN	O60307	MAST3	ENSG00000099308	null
C1539418	CAHM1_HUMAN	Q8IU99	CALHM1	ENSG00000185933	null
C0964742	ZN296_HUMAN	Q8WUU4	ZNF296	ENSG00000170684	null
C1412727	BACE1_HUMAN	P56817	BACE1	ENSG00000186318	T79031
C1420550	SNG3_HUMAN	O43761	SYNGR3	ENSG00000127561	null
C1427360	RCN3_HUMAN	Q96D15	RCN3	ENSG00000142552	null
C1704989	RSPO3_HUMAN	Q9BXY4	RSPO3	ENSG00000146374	T79162
C1417044	MATN4_HUMAN	O95460	MATN4	ENSG00000124159	null
C1427093	ZBED4_HUMAN	O75132	ZBED4	ENSG00000100426	null
C2680443	SPDE7_HUMAN	Q495Y7	null	ENSG00000179994	null
C1425502	GTSC1_HUMAN	Q86UQ5	null	ENSG00000263417	null
C1428703	TM10A_HUMAN	Q8TBZ6	TRMT10A	ENSG00000145331	null
C1824682	CD20B_HUMAN	Q86Y33	CDC20B	ENSG00000164287	null
C1426689	FLVC2_HUMAN	Q9UPI3	FLVCR2	ENSG00000119686	null
C1412530	ARHG4_HUMAN	Q9NR80	ARHGEF4	ENSG00000136002	null
C1824525	CAND1_HUMAN	Q86VP6	CAND1	ENSG00000111530	null
C1333678	GLMN_HUMAN	Q92990	GLMN	ENSG00000174842	T43817
C1824453	TM256_HUMAN	Q8N2U0	TMEM256	ENSG00000205544	null
C1426582	RAB43_HUMAN	Q86YS6	RAB43	ENSG00000172780	null
C1418749	RPAB4_HUMAN	P53803	POLR2K	ENSG00000147669	null
C1419012	PSB2_HUMAN	P49721	PSMB2	ENSG00000126067	null
C1538073	WBP5_HUMAN	Q9UHQ7	TCEAL9	ENSG00000185222	null
C1537669	MAST1_HUMAN	Q9Y2H9	MAST1	ENSG00000105613	null
C1334141	IRS2_HUMAN	Q9Y4H2	IRS2	ENSG00000185950	T06128
C1428740	APLF_HUMAN	Q8IW19	APLF	ENSG00000169621	null
C1420143	S22A8_HUMAN	Q8TCC7	SLC22A8	ENSG00000149452	T70680
C1423638	TS1R3_HUMAN	Q7RTX0	TAS1R3	ENSG00000169962	null
C3470221	UNC79_HUMAN	Q9P2D8	UNC79	ENSG00000133958	null
C1420308	SODE_HUMAN	P08294	SOD3	ENSG00000109610	null
C1422061	AT11B_HUMAN	Q9Y2G3	ATP11B	ENSG00000058063	null
C1426969	UBAC2_HUMAN	Q8NBM4	UBAC2	ENSG00000134882	null
C1418761	PO3F1_HUMAN	Q03052	POU3F1	ENSG00000185668	null
C1334074	ICAM1_HUMAN	P05362	ICAM1	ENSG00000090339	T26203,T57011
C1429161	O6C76_HUMAN	A6NM76	OR6C76	ENSG00000185821	null
C1426348	LDHD_HUMAN	Q86WU2	LDHD	ENSG00000166816	null
C1420117	S19A1_HUMAN	P41440	SLC19A1	ENSG00000173638	T35465
C2674784	TLXNB_HUMAN	P0CAT3	null	ENSG00000236311	null
C1414512	FAAH1_HUMAN	O00519	FAAH	ENSG00000117480	T34389
C1539043	FSCB_HUMAN	Q5H9T9	FSCB	ENSG00000189139	null
C1333920	ROA3_HUMAN	P51991	HNRNPA3	ENSG00000170144	null
C1418323	PCDA8_HUMAN	Q9Y5H6	PCDHA8	ENSG00000204962	null
C1826342	NADK_HUMAN	O95544	NADK	ENSG00000008130	null
C1412847	BT3A3_HUMAN	O00478	BTN3A3	ENSG00000111801	null
C1416447	SHIP1_HUMAN	Q92835	INPP5D	ENSG00000168918	T46871
C1416639	KINH_HUMAN	P33176	KIF5B	ENSG00000170759	null
C1416095	A0A087WSY4_HUMAN	A0A087WSY4	null	null	null
C1824903	DD19B_HUMAN	Q9UMR2	DDX19B	ENSG00000157349	null
C1334097	I10R2_HUMAN	Q08334	IL10RB	ENSG00000243646	T14557
C1414065	DLG3_HUMAN	Q92796	DLG3	ENSG00000082458	null
C1424077	PCIF1_HUMAN	Q9H4Z3	PCIF1	ENSG00000100982	null
C1970157	F175A_HUMAN	Q6UWZ7	ABRAXAS1	ENSG00000163322	null
C1424734	ICOSL_HUMAN	O75144	ICOSLG	ENSG00000160223	T16144
C1824498	CS057_HUMAN	Q0VDD7	BRME1	ENSG00000132016	null
C1422364	RM32_HUMAN	Q9BYC8	MRPL32	ENSG00000106591	null
C1418986	PSN2_HUMAN	P49810	PSEN2	ENSG00000143801	T99204
C1825729	KLH28_HUMAN	Q9NXS3	KLHL28	ENSG00000179454	null
C1333893	HDAC4_HUMAN	P56524	HDAC4	ENSG00000068024	T63816
C1419652	RL27_HUMAN	P61353	RPL27	ENSG00000131469	null
C1428645	ZN595_HUMAN	Q8IYB9	ZNF595	ENSG00000272602	null
C1423811	UQCC1_HUMAN	Q9NVA1	UQCC1	ENSG00000101019	null
C1822746	S2536_HUMAN	Q96CQ1	SLC25A36	ENSG00000114120	null
C1335221	PA2GA_HUMAN	P14555	PLA2G2A	ENSG00000188257	T19160
C1823289	LFG3_HUMAN	Q969X1	TMBIM1	ENSG00000135926	null
C1419731	RS28_HUMAN	P62857	RPS28	ENSG00000233927	null
C1413825	CELF2_HUMAN	O95319	CELF2	ENSG00000048740	null
C1825084	ARSI_HUMAN	Q5FYB1	ARSI	ENSG00000183876	null
C1419119	PTPRN_HUMAN	Q16849	PTPRN	ENSG00000054356	null
C1426706	TDRD9_HUMAN	Q8NDG6	TDRD9	ENSG00000156414	null
C1428925	PLB1_HUMAN	Q6P1J6	PLB1	ENSG00000163803	null
C1418627	PLAP_HUMAN	Q9Y263	PLAA	ENSG00000137055	null
C1424839	RA54B_HUMAN	Q9Y620	RAD54B	ENSG00000197275	null
C1823737	F131C_HUMAN	Q96AQ9	FAM131C	ENSG00000185519	null
C1333712	GRM5_HUMAN	P41594	GRM5	ENSG00000168959	T99347
C1416620	KCNS3_HUMAN	Q9BQ31	KCNS3	ENSG00000170745	null
C1826680	PRAM8_HUMAN	Q5VWM4	PRAMEF8	ENSG00000182330	null
C1540192	CBPC4_HUMAN	Q96MI9	AGBL1	ENSG00000273540	null
C1826545	PATZ1_HUMAN	Q9HBE1	PATZ1	ENSG00000100105	null
C2239366	EF1DL_HUMAN	Q658K8	null	ENSG00000229715	null
C1424637	AGAP1_HUMAN	Q9UPQ3	AGAP1	ENSG00000157985	null
C1417999	OR1I1_HUMAN	O60431	OR1I1	ENSG00000094661	null
C1423350	O5AS1_HUMAN	Q8N127	OR5AS1	ENSG00000181785	null
C1427952	U2AF2_HUMAN	P26368	U2AF2	ENSG00000063244	null
C1423129	OR2C3_HUMAN	Q8N628	OR2C3	ENSG00000196242	null
C2681661	MFSD6_HUMAN	Q6ZSS7	MFSD6	ENSG00000151690	null
C1825394	GPTC8_HUMAN	Q9UKJ3	GPATCH8	ENSG00000186566	null
C1537625	LY6K_HUMAN	Q17RY6	LY6K	ENSG00000160886	T57843
C2681187	TEX38_HUMAN	Q6PEX7	TEX38	ENSG00000186118	null
C1417891	NUMBL_HUMAN	Q9Y6R0	NUMBL	ENSG00000105245	null
C1419232	RAD17_HUMAN	O75943	RAD17	ENSG00000152942	null
C1825461	HES3_HUMAN	Q5TGS1	HES3	ENSG00000173673	null
C1418260	PAK2_HUMAN	Q13177	PAK2	ENSG00000180370	T07766
C1418820	PP1B_HUMAN	P62140	PPP1CB	ENSG00000213639	null
C1332453	BTC_HUMAN	P35070	BTC	ENSG00000174808	null
C1333898	HXK2_HUMAN	P52789	HK2	ENSG00000159399	T96685
C1412376	AMBP_HUMAN	P02760	AMBP	ENSG00000106927	null
C1412812	BNIP3_HUMAN	Q12983	BNIP3	ENSG00000176171	null
C1416372	IGSF3_HUMAN	O75054	IGSF3	ENSG00000143061	null
C2677317	LST8_HUMAN	Q9BVC4	MLST8	ENSG00000167965	null
C1826724	PRRT2_HUMAN	Q7Z6L0	PRRT2	ENSG00000167371	null
C1419815	SAR1A_HUMAN	Q9NR31	SAR1A	ENSG00000079332	null
C1538668	PKHA5_HUMAN	Q9HAU0	PLEKHA5	ENSG00000052126	T55667
C1419434	AMPB_HUMAN	Q9H4A4	RNPEP	ENSG00000176393	T57818
C1428372	CXXC1_HUMAN	Q9P0U4	CXXC1	ENSG00000154832	null
C1824473	ELP5_HUMAN	Q8TE02	ELP5	ENSG00000170291	null
C1428835	F16B1_HUMAN	Q5W0V3	FAM160B1	ENSG00000151553	null
C2678544	O52Z1_HUMAN	P0C646	null	ENSG00000176748	null
C1420029	SHLB2_HUMAN	Q9NR46	SH3GLB2	ENSG00000148341	null
C1412355	ALMS1_HUMAN	Q8TCU4	ALMS1	ENSG00000116127	null
C1421296	UBE4A_HUMAN	Q14139	UBE4A	ENSG00000110344	null
C3470305	F220P_HUMAN	B1ANY3	null	ENSG00000176007	null
C1823409	TM144_HUMAN	Q7Z5S9	TMEM144	ENSG00000164124	null
C1419758	RREB1_HUMAN	Q92766	RREB1	ENSG00000124782	null
C1419927	SC24A_HUMAN	O95486	SEC24A	ENSG00000113615	null
C1823528	TTC24_HUMAN	A2A3L6	TTC24	ENSG00000187862	null
C1415595	HLX_HUMAN	Q14774	HLX	ENSG00000136630	null
C1823953	ZIK1_HUMAN	Q3SY52	ZIK1	ENSG00000171649	T92770
C1421700	ZN212_HUMAN	Q9UDV6	ZNF212	ENSG00000170260	null
C1414163	PSMG1_HUMAN	O95456	PSMG1	ENSG00000183527	null
C1823307	ANO10_HUMAN	Q9NW15	ANO10	ENSG00000160746	null
C1823578	UBIA1_HUMAN	Q9Y5Z9	UBIAD1	ENSG00000120942	null
C1425019	DCR1B_HUMAN	Q9H816	DCLRE1B	ENSG00000118655	null
C1421652	SF01_HUMAN	Q15637	SF1	ENSG00000168066	null
C1416353	A0A075B6I9_HUMAN	A0A075B6I9	IGLV7-46	ENSG00000211649	null
C1420626	TCAL1_HUMAN	Q15170	TCEAL1	ENSG00000172465	null
C1420870	TPH1_HUMAN	P17752	TPH1	ENSG00000129167	T78915
C1427796	NALP9_HUMAN	Q7RTR0	NLRP9	ENSG00000185792	null
C1416483	ITA11_HUMAN	Q9UKX5	ITGA11	ENSG00000137809	T98577
C1826678	PRAM6_HUMAN	Q5VXH4	PRAMEF6	ENSG00000232423	null
C1423546	XYLT1_HUMAN	Q86Y38	XYLT1	ENSG00000103489	null
C1417854	HMGN5_HUMAN	P82970	HMGN5	ENSG00000198157	null
C1825311	FXRD1_HUMAN	Q96CU9	FOXRED1	ENSG00000110074	null
C1538110	WNK1_HUMAN	Q9H4A3	WNK1	ENSG00000060237	T52638
C1424336	BPIB6_HUMAN	Q8NFQ5	BPIFB6	ENSG00000167104	null
C1417401	MT1X_HUMAN	P80297	MT1X	ENSG00000187193	null
C1427635	ACD10_HUMAN	Q6JQN1	ACAD10	ENSG00000111271	null
C1413939	DDAH1_HUMAN	O94760	DDAH1	ENSG00000153904	null
C1427995	ZN469_HUMAN	Q96JG9	ZNF469	ENSG00000225614	null
C1336676	TRPM5_HUMAN	Q9NZQ8	TRPM5	ENSG00000070985	T85545
C1424025	MCM8_HUMAN	Q9UJA3	MCM8	ENSG00000125885	null
C3469644	BD1L2_HUMAN	Q8IYS8	BOD1L2	ENSG00000228075	null
C1414424	E41L2_HUMAN	O43491	EPB41L2	ENSG00000079819	null
C1825531	HSF5_HUMAN	Q4G112	HSF5	ENSG00000176160	null
C1419061	PE2R1_HUMAN	P34995	PTGER1	ENSG00000160951	T15497
C2681658	NTM1B_HUMAN	Q5VVY1	METTL11B	ENSG00000203740	null
C1419929	SC24C_HUMAN	P53992	SEC24C	ENSG00000176986	null
C1823966	ZN260_HUMAN	Q3ZCT1	ZNF260	ENSG00000254004	null
C1425795	KIRR2_HUMAN	Q6UWL6	KIRREL2	ENSG00000126259	null
C1422575	PKHA3_HUMAN	Q9HB20	PLEKHA3	ENSG00000116095	null
C1424087	CT078_HUMAN	Q9BR46	null	ENSG00000149443	null
C1418180	Q6IF36_HUMAN	Q6IF36	null	ENSG00000181214	null
C1427087	ZBED2_HUMAN	Q9BTP6	ZBED2	ENSG00000177494	null
C1416540	SYK_HUMAN	Q15046	KARS1	ENSG00000065427	null
C1823466	P5I13_HUMAN	Q8NBR0	TP53I13	ENSG00000167543	null
C1415812	5HT3B_HUMAN	O95264	HTR3B	ENSG00000149305	T58940
C2239304	CLRN2_HUMAN	A0PK11	CLRN2	ENSG00000249581	null
C1424125	SUN5_HUMAN	Q8TC36	SUN5	ENSG00000167098	null
C1823818	SIM12_HUMAN	Q96EX1	SMIM12	ENSG00000163866	null
C1824034	ZN749_HUMAN	O43361	ZNF749	ENSG00000186230	null
C1823884	YBOX2_HUMAN	Q9Y2T7	YBX2	ENSG00000006047	null
C1539452	FA49A_HUMAN	Q9H0Q0	CYRIA	ENSG00000197872	null
C1415106	GLP2R_HUMAN	O95838	GLP2R	ENSG00000065325	T34843
C1419090	TP4A3_HUMAN	O75365	PTP4A3	ENSG00000184489	T78019
C1428824	K1468_HUMAN	Q9P260	RELCH	ENSG00000134444	null
C1826472	NRSN2_HUMAN	Q9GZP1	NRSN2	ENSG00000125841	null
C0812201	ETS1_HUMAN	P14921	ETS1	ENSG00000134954	T38983
C1744687	NMS_HUMAN	Q5H8A3	NMS	ENSG00000204640	null
C1416977	MAGA6_HUMAN	P43360	MAGEA6	ENSG00000197172	T57941
C2680441	SPDE5_HUMAN	A6NIY4	SPDYE5	ENSG00000170092	null
C1424599	US6NL_HUMAN	Q92738	USP6NL	ENSG00000148429	null
C1426133	UB2J2_HUMAN	Q8N2K1	UBE2J2	ENSG00000160087	null
C1415292	GRIFN_HUMAN	A4D1Z8	GRIFIN	ENSG00000275572	null
C1418904	AAKG1_HUMAN	P54619	PRKAG1	ENSG00000181929	null
C1427295	GINM1_HUMAN	Q9NU53	GINM1	ENSG00000055211	null
C1425512	MIA2_HUMAN	Q96PC5	MIA2	ENSG00000150527	null
C1427155	PAOX_HUMAN	Q6QHF9	PAOX	ENSG00000148832	T88699
C1425829	PIGM_HUMAN	Q9H3S5	PIGM	ENSG00000143315	null
C1333895	HDAC6_HUMAN	Q9UBN7	HDAC6	ENSG00000094631	T22274
C1426933	TRML1_HUMAN	Q86YW5	TREML1	ENSG00000161911	null
C2239868	RAB19_HUMAN	A4D1S5	RAB19	ENSG00000146955	null
C2239482	GATC_HUMAN	O43716	GATC	ENSG00000257218	null
C1421930	GPC5B_HUMAN	Q9NZH0	GPRC5B	ENSG00000167191	null
C1825399	GPHRA_HUMAN	B7ZAQ6	GPR89A	ENSG00000117262	null
C1414129	DOCK3_HUMAN	Q8IZD9	DOCK3	ENSG00000088538	null
C3890505	PANO1_HUMAN	I0J062	null	ENSG00000274897	null
C1422374	RT11_HUMAN	P82912	MRPS11	ENSG00000181991	null
C1427465	C1RL_HUMAN	Q9NZP8	C1RL	ENSG00000139178	null
C1417602	ARY1_HUMAN	P18440	NAT1	ENSG00000171428	null
C1421953	M4A10_HUMAN	Q96PG2	MS4A10	ENSG00000172689	null
C1832467	MOGS_HUMAN	Q13724	MOGS	ENSG00000115275	null
C1423057	ETBR2_HUMAN	O60883	GPR37L1	ENSG00000170075	null
C1413697	RABP1_HUMAN	P29762	CRABP1	ENSG00000166426	null
C3542525	VWA8_HUMAN	A3KMH1	VWA8	ENSG00000102763	null
C1418278	PAX9_HUMAN	P55771	PAX9	ENSG00000198807	null
C1366516	IRF1_HUMAN	P10914	IRF1	ENSG00000125347	T02723
C0812245	ASPP2_HUMAN	Q13625	TP53BP2	ENSG00000143514	null
C1336568	TAF5_HUMAN	Q15542	TAF5	ENSG00000148835	null
C1423677	LPPRC_HUMAN	P42704	LRPPRC	ENSG00000138095	null
C1422155	GP182_HUMAN	O15218	GPR182	ENSG00000166856	T96302,T43881
C1824097	AQP73_HUMAN	A6NL99	null	ENSG00000279688	null
C1428265	TGT_HUMAN	Q9BXR0	QTRT1	ENSG00000213339	null
C1826728	SAPL1_HUMAN	Q6NUJ1	PSAPL1	ENSG00000178597	null
C1420380	SPR2G_HUMAN	Q9BYE4	SPRR2G	ENSG00000159516	null
C1423779	GID8_HUMAN	Q9NWU2	GID8	ENSG00000101193	null
C1540055	TRIB3_HUMAN	Q96RU7	TRIB3	ENSG00000101255	null
C1414539	FBLN1_HUMAN	P23142	FBLN1	ENSG00000077942	null
C1823398	TM135_HUMAN	Q86UB9	TMEM135	ENSG00000166575	null
C1420854	TOM1_HUMAN	O60784	TOM1	ENSG00000100284	null
C1423025	DNJB4_HUMAN	Q9UDY4	DNAJB4	ENSG00000162616	null
C1425322	KHDR1_HUMAN	Q07666	KHDRBS1	ENSG00000121774	T80395
C1539988	TMED7_HUMAN	Q9Y3B3	TMED7	ENSG00000134970	null
C1335641	RS19_HUMAN	P39019	RPS19	ENSG00000105372	null
C1425440	RHOV_HUMAN	Q96L33	RHOV	ENSG00000104140	null
C1418110	OR7C2_HUMAN	O60412	OR7C2	ENSG00000127529	null
C1419196	RB27B_HUMAN	O00194	RAB27B	ENSG00000041353	null
C1412314	AKAP2_HUMAN	Q9Y2D5	null	ENSG00000241978	null
C1822762	CTL5_HUMAN	Q8NCS7	SLC44A5	ENSG00000137968	null
C1538981	IFT25_HUMAN	Q9Y547	HSPB11	ENSG00000081870	null
C1335620	RK_HUMAN	Q15835	GRK1	ENSG00000185974	null
C1424986	HOME1_HUMAN	Q86YM7	HOMER1	ENSG00000152413	null
C1412553	ARSA_HUMAN	P15289	ARSA	ENSG00000100299	T98157
C1823434	TM169_HUMAN	Q96HH4	TMEM169	ENSG00000163449	null
C1823584	UBX11_HUMAN	Q5T124	UBXN11	ENSG00000158062	null
C1426106	SYT11_HUMAN	Q9BT88	SYT11	ENSG00000132718	null
C1416632	KIF1C_HUMAN	O43896	KIF1C	ENSG00000129250	null
C2750476	KCJ18_HUMAN	B7U540	KCNJ18	ENSG00000260458	T82584
C1422495	LHX9_HUMAN	Q9NQ69	LHX9	ENSG00000143355	null
C1826400	NGDN_HUMAN	Q8NEJ9	NGDN	ENSG00000129460	null
C1825064	ERRFI_HUMAN	Q9UJM3	ERRFI1	ENSG00000116285	null
C1826470	NRG4_HUMAN	Q8WWG1	NRG4	ENSG00000169752	T97314
C1843897	NPFF2_HUMAN	Q9Y5X5	NPFFR2	ENSG00000056291	T90818
C1539250	D107A_HUMAN	Q8IZN7	null	ENSG00000198129	null
C1418902	KAPCB_HUMAN	P22694	PRKACB	ENSG00000142875	null
C1427452	WDR27_HUMAN	A2RRH5	WDR27	ENSG00000184465	null
C1539873	SIA8A_HUMAN	Q92185	ST8SIA1	ENSG00000111728	null
C1366587	MCL1_HUMAN	Q07820	MCL1	ENSG00000143384	T14912,T33765
C1415508	HELLS_HUMAN	Q9NRZ9	HELLS	ENSG00000119969	null
C1865138	HPGDS_HUMAN	O60760	HPGDS	ENSG00000163106	T19433
C2828845	CD050_HUMAN	Q6ZRC1	C4orf50	ENSG00000181215	null
C1826773	HOIL1_HUMAN	Q9BYM8	RBCK1	ENSG00000125826	T71055
C2239935	S46A3_HUMAN	Q7Z3Q1	SLC46A3	ENSG00000139508	null
C1420244	SLIT2_HUMAN	O94813	SLIT2	ENSG00000145147	null
C1417645	NDUS2_HUMAN	O75306	NDUFS2	ENSG00000158864	null
C1421241	TULP1_HUMAN	O00294	TULP1	ENSG00000112041	null
C1424531	KRA13_HUMAN	Q8IUG1	KRTAP1-3	ENSG00000221880	null
C1412759	ODBA_HUMAN	P12694	BCKDHA	ENSG00000248098	null
C1417775	NPAT_HUMAN	Q14207	NPAT	ENSG00000149308	null
C1424328	ACSL6_HUMAN	Q9UKU0	ACSL6	ENSG00000164398	null
C1419190	RB11B_HUMAN	Q15907	RAB11B	ENSG00000185236	null
C2681654	MA13P_HUMAN	A6NCF6	null	ENSG00000183981	null
C1419266	RAP1B_HUMAN	P61224	RAP1B	ENSG00000127314	null
C1422217	NETO1_HUMAN	Q8TDF5	NETO1	ENSG00000166342	null
C1415754	DNJA1_HUMAN	P31689	DNAJA1	ENSG00000086061	null
C1427969	KEAP1_HUMAN	Q14145	KEAP1	ENSG00000079999	T83198
C1427742	SDHF3_HUMAN	Q9NRP4	SDHAF3	ENSG00000196636	null
C1417607	NCBP2_HUMAN	P52298	NCBP2	ENSG00000114503	null
C1421588	ZNF10_HUMAN	P21506	ZNF10	ENSG00000256223	null
C1824059	ZN786_HUMAN	Q8N393	ZNF786	ENSG00000197362	null
C1539494	FBX40_HUMAN	Q9UH90	FBXO40	ENSG00000163833	null
C1418697	PHX2B_HUMAN	Q99453	PHOX2B	ENSG00000109132	null
C1333535	FGF10_HUMAN	O15520	FGF10	ENSG00000070193	T62763
C1823570	UBE2O_HUMAN	Q9C0C9	UBE2O	ENSG00000175931	null
C2681626	K895L_HUMAN	Q68EN5	KIAA0895L	ENSG00000196123	null
C1826738	PTH2_HUMAN	Q9Y3E5	PTRH2	ENSG00000141378	null
C1823197	BUD31_HUMAN	P41223	BUD31	ENSG00000106245	null
C1417711	IKBL1_HUMAN	Q9UBC1	NFKBIL1	ENSG00000204498	null
C1422030	AVEN_HUMAN	Q9NQS1	AVEN	ENSG00000169857	null
C3147219	ENK24_HUMAN	P61566,P61581,P63129,P63145	null	null	null
C1823730	CA110_HUMAN	Q86UF4	CCDC190	ENSG00000185860	null
C1416480	ISL1_HUMAN	P61371	ISL1	ENSG00000016082	null
C1412394	AMYP_HUMAN	P04746	AMY2A	ENSG00000243480	T86918
C2239529	AMZ1_HUMAN	Q400G9	AMZ1	ENSG00000174945	null
C3812015	NPIA2_HUMAN	E9PIF3	NPIPA2	ENSG00000254852	null
C1423987	NOL4L_HUMAN	Q96MY1	NOL4L	ENSG00000197183	null
C1332778	CPNE7_HUMAN	Q9UBL6	CPNE7	ENSG00000178773	null
C1336645	TR11B_HUMAN	O00300	TNFRSF11B	ENSG00000164761	T43928
C1419693	RLA2_HUMAN	P05387	RPLP2	ENSG00000177600	null
C2829366	FA69C_HUMAN	Q0P6D2	DIPK1C	ENSG00000187773	null
C1420593	TBCD1_HUMAN	Q86TI0	TBC1D1	ENSG00000065882	null
C1824326	IFT46_HUMAN	Q9NQC8	IFT46	ENSG00000118096	null
C1824053	Z780B_HUMAN	Q9Y6R6	ZNF780B	ENSG00000128000	null
C1412189	ADAM2_HUMAN	Q99965	ADAM2	ENSG00000104755	null
C1417601	NASP_HUMAN	P49321	NASP	ENSG00000132780	null
C2829539	GPAT2_HUMAN	Q6NUI2	GPAT2	ENSG00000186281	null
C1417973	O10D3_HUMAN	Q8NH80	OR10D3	ENSG00000197309	null
C3470549	KLAS1_HUMAN	Q8NEE0	null	ENSG00000279484	null
C1823974	ZN414_HUMAN	Q96IQ9	ZNF414	ENSG00000133250	null
C1414463	ERR1_HUMAN	P11474	ESRRA	ENSG00000173153	T72841
C1422365	RM30_HUMAN	Q8TCC3	MRPL30	ENSG00000185414	null
C0812238	BCL3_HUMAN	P20749	BCL3	ENSG00000069399	null
C1424920	DDX23_HUMAN	Q9BUQ8	DDX23	ENSG00000174243	null
C1537556	LDH6A_HUMAN	Q6ZMR3	LDHAL6A	ENSG00000166800	null
