CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id	disgenet_gene_id
C1538567	PAGE2_HUMAN	Q7Z2X7	PAGE2	ENSG00000234068	null	null
C1419869	SCNNB_HUMAN	P51168	SCNN1B	ENSG00000168447	null	6338
C1822745	S2535_HUMAN	Q3KQZ1	SLC25A35	ENSG00000125434	null	399512
C1422287	VWA7_HUMAN	Q9Y334	VWA7	ENSG00000204396	null	80737
C1540048	TRML2_HUMAN	Q5T2D2	TREML2	ENSG00000112195	null	79865
C1428889	MTUS1_HUMAN	Q9ULD2	MTUS1	ENSG00000129422	null	57509
C1823796	TSACC_HUMAN	Q96A04	TSACC	ENSG00000163467	null	128229
C1428004	UBA5_HUMAN	Q9GZZ9	UBA5	ENSG00000081307	null	79876
C1824808	CSPP1_HUMAN	Q1MSJ5	CSPP1	ENSG00000104218	null	79848
C1416914	LRP2_HUMAN	P98164	LRP2	ENSG00000081479	T75210	4036
C1416442	INP4A_HUMAN	Q96PE3	INPP4A	ENSG00000040933	null	3631
C3470569	CI014_HUMAN	P0C843	null	ENSG00000283945	null	null
C1425980	EXOS6_HUMAN	Q5RKV6	EXOSC6	ENSG00000223496	null	118460
C2240353	CC149_HUMAN	Q6ZUS6	CCDC149	ENSG00000181982	null	91050
C1414070	DLL1_HUMAN	O00548	DLL1	ENSG00000198719	T72274	28514
C1424041	WFDC6_HUMAN	Q9BQY6	WFDC6	ENSG00000243543	null	null
C1417026	JIP3_HUMAN	Q9UPT6	MAPK8IP3	ENSG00000138834	null	23162
C1842828	SELV_HUMAN	P59797	SELENOV	ENSG00000186838	null	348303
C1421305	UBQL2_HUMAN	Q9UHD9	UBQLN2	ENSG00000188021	null	29978
C1426592	PCSK9_HUMAN	Q8NBP7	PCSK9	ENSG00000169174	T86652,T62206	255738
C1416427	IMDH1_HUMAN	P20839	IMPDH1	ENSG00000106348	T40111	3614
C1423507	GEPH_HUMAN	Q9NQX3	GPHN	ENSG00000171723	null	10243
C1418948	PROS_HUMAN	P07225	PROS1	ENSG00000184500	null	5627
C1424922	PRP4_HUMAN	O43172	PRPF4	ENSG00000136875	null	9128
C1366532	FASTK_HUMAN	Q14296	FASTK	ENSG00000164896	null	10922
C3890542	CI037_HUMAN	Q9H2J1	null	ENSG00000203993	null	null
C1426061	CKLF1_HUMAN	Q8IZ96	CMTM1	ENSG00000089505	null	113540
C0376515	BCL2_HUMAN	P10415	BCL2	ENSG00000171791	T47387,T31309	596
C1824607	CCD82_HUMAN	Q8N4S0	CCDC82	ENSG00000149231	null	79780
C1413979	DENR_HUMAN	O43583	DENR	ENSG00000139726	null	8562
C1428758	FA53B_HUMAN	Q14153	FAM53B	ENSG00000189319	null	9679
C1539572	GLIS1_HUMAN	Q8NBF1	GLIS1	ENSG00000174332	null	148979
C1419818	SYSC_HUMAN	P49591	SARS1	ENSG00000031698	null	6301
C1429159	O6C74_HUMAN	A6NCV1	OR6C74	ENSG00000197706	null	null
C1537698	MINK1_HUMAN	Q8N4C8	MINK1	ENSG00000141503	null	50488
C1412813	BOK_HUMAN	Q9UMX3	BOK	ENSG00000176720	null	666
C3890510	O51H1_HUMAN	Q8NH63	null	ENSG00000176904	null	null
C1538960	VCY2_HUMAN	O14599	null	ENSG00000183795	null	442867
C1427144	ZN436_HUMAN	Q9C0F3	ZNF436	ENSG00000125945	null	80818
C1826349	NARF_HUMAN	Q9UHQ1	NARF	ENSG00000141562	null	null
C1413338	CENPA_HUMAN	P49450	CENPA	ENSG00000115163	null	1058
C1335213	PK3CB_HUMAN	P42338	PIK3CB	ENSG00000051382	T95594,T05031	5291
C1825156	FA81A_HUMAN	Q8TBF8	FAM81A	ENSG00000157470	null	145773
C1825398	GPHRB_HUMAN	P0CG08	GPR89B	ENSG00000188092	null	null
C1419188	RAB10_HUMAN	P61026	RAB10	ENSG00000084733	null	10890
C1420512	SUCB2_HUMAN	Q96I99	SUCLG2	ENSG00000172340	null	8801
C1332408	BDNF_HUMAN	P23560	BDNF	ENSG00000176697	T93122	627
C1413821	CATS_HUMAN	P25774	CTSS	ENSG00000163131	T68290	1520
C1418600	PKD2_HUMAN	Q13563	PKD2	ENSG00000118762	null	5311
C1427203	FOXQ1_HUMAN	Q9C009	FOXQ1	ENSG00000164379	T38428	94234
C2240057	ST6B1_HUMAN	Q6IMI4	SULT6B1	ENSG00000138068	null	null
C1538021	MTD2L_HUMAN	Q9H903	MTHFD2L	ENSG00000163738	null	441024
C1823542	TTLL7_HUMAN	Q6ZT98	TTLL7	ENSG00000137941	null	79739
C1416300	LV105_HUMAN	P01703	IGLV1-40	ENSG00000211653	null	null
C1825855	B3GLT_HUMAN	Q6Y288	B3GLCT	ENSG00000187676	null	145173
C2681164	ZN852_HUMAN	Q6ZMS4	ZNF852	ENSG00000178917	null	null
C1423653	SPTN5_HUMAN	Q9NRC6	SPTBN5	ENSG00000137877	null	51332
C1416743	K2C6A_HUMAN	P02538	KRT6A	ENSG00000205420	T95515	3853
C1412969	MS18A_HUMAN	Q9NYP9	MIS18A	ENSG00000159055	null	null
C1822738	S7A14_HUMAN	Q8TBB6	SLC7A14	ENSG00000013293	null	57709
C1333713	GRM6_HUMAN	O15303	GRM6	ENSG00000113262	T55956	2916
C1538504	P210L_HUMAN	Q5VU65	NUP210L	ENSG00000143552	null	91181
C1418362	PCDGI_HUMAN	Q9Y5F9	PCDHGB6	ENSG00000253305	null	56100
C1428107	SLIK6_HUMAN	Q9H5Y7	SLITRK6	ENSG00000184564	T77190	84189
C1427127	S35A5_HUMAN	Q9BS91	SLC35A5	ENSG00000138459	null	55032
C1422016	UBP27_HUMAN	A6NNY8	USP27X	ENSG00000273820	null	389856
C1421173	TRPC6_HUMAN	Q9Y210	TRPC6	ENSG00000137672	T80165	7225
C1413672	CBPM_HUMAN	P14384	CPM	ENSG00000135678	T65483	1368
C1823319	MACOI_HUMAN	Q8N5G2	MACO1	ENSG00000204178	null	55219
C1537690	MFA3L_HUMAN	O75121	MFAP3L	ENSG00000198948	null	9848
C1428947	BAMBI_HUMAN	Q13145	BAMBI	ENSG00000095739	null	25805
C1422375	RT06_HUMAN	P82932	MRPS6	ENSG00000243927	null	64968
C1414075	DLX1_HUMAN	P56177	DLX1	ENSG00000144355	null	1745
C1413024	CO8B_HUMAN	P07358	C8B	ENSG00000021852	null	732
C1424636	AGAP2_HUMAN	Q99490	AGAP2	ENSG00000135439	null	116986
C2829650	AG1L2_HUMAN	C9J202	ALG1L2	ENSG00000251287	null	null
C1539252	D108A_HUMAN	A8MXU0	null	ENSG00000229907	null	null
C1537567	LTMD1_HUMAN	Q6P1Q0	LETMD1	ENSG00000050426	null	25875
C1421864	ZP1_HUMAN	P60852	ZP1	ENSG00000149506	null	22917
C1823682	ANR46_HUMAN	Q86W74	ANKRD46	ENSG00000186106	null	157567
C1710327	TRAT1_HUMAN	Q6PIZ9	TRAT1	ENSG00000163519	null	50852
C1416389	IL17B_HUMAN	Q9UHF5	IL17B	ENSG00000127743	null	27190
C1414903	GBRL3_HUMAN	Q9BY60	null	ENSG00000238244	null	null
C1414360	IF5A1_HUMAN	P63241	EIF5A	ENSG00000132507	T46929	1984
C1417557	MYO15_HUMAN	Q9UKN7	MYO15A	ENSG00000091536	null	51168
C1538825	REM1_HUMAN	O75628	REM1	ENSG00000088320	null	28954
C1412340	AL1A3_HUMAN	P47895	ALDH1A3	ENSG00000184254	null	220
C1421918	EI24_HUMAN	O14681	EI24	ENSG00000149547	null	9538
C1420214	SC6A4_HUMAN	P31645	SLC6A4	ENSG00000108576	T27812	6532
C1420777	TMEM2_HUMAN	Q9UHN6	CEMIP2	ENSG00000135048	null	23670
C1420077	SIX6_HUMAN	O95475	SIX6	ENSG00000184302	null	4990
C1426092	FDSCP_HUMAN	Q8NFU4	FDCSP	ENSG00000181617	null	260436
C1539666	HES2_HUMAN	Q9Y543	HES2	ENSG00000069812	null	54626
C1842869	INP5K_HUMAN	Q9BT40	INPP5K	ENSG00000132376	null	51763
C1421486	WBP4_HUMAN	O75554	WBP4	ENSG00000120688	null	11193
C1416482	ITA10_HUMAN	O75578	ITGA10	ENSG00000143127	null	8515
C1825826	ACD11_HUMAN	Q709F0	ACAD11	ENSG00000240303	null	84129
C1420110	NPT3_HUMAN	O00624	SLC17A2	ENSG00000112337	null	10246
C1415468	HAOX1_HUMAN	Q9UJM8	HAO1	ENSG00000101323	T43658	54363
C1415556	HXK3_HUMAN	P52790	HK3	ENSG00000160883	null	3101
C1864636	PRS53_HUMAN	Q2L4Q9	PRSS53	ENSG00000151006	null	339105
C1826725	PRRT3_HUMAN	Q5FWE3	PRRT3	ENSG00000163704	null	null
C1825043	EIF1B_HUMAN	O60739	EIF1B	ENSG00000114784	null	null
C1825983	MFSD5_HUMAN	Q6N075	MFSD5	ENSG00000182544	null	null
C1417427	IF2M_HUMAN	P46199	MTIF2	ENSG00000085760	null	4528
C1824716	CEP78_HUMAN	Q5JTW2	CEP78	ENSG00000148019	null	84131
C1418324	PCDA9_HUMAN	Q9Y5H5	PCDHA9	ENSG00000204961	null	9752
C1416486	ITA3_HUMAN	P26006	ITGA3	ENSG00000005884	null	3675
C1426924	DQX1_HUMAN	Q8TE96	DQX1	ENSG00000144045	null	165545
C1538530	MS18B_HUMAN	O43482	OIP5	ENSG00000104147	null	11339
C1424705	NIPA1_HUMAN	Q7RTP0	NIPA1	ENSG00000170113	null	123606
C1423104	SNX14_HUMAN	Q9Y5W7	SNX14	ENSG00000135317	null	57231
C1539630	HBEGF_HUMAN	Q99075	HBEGF	ENSG00000113070	T76093	1839
C1864911	TM2D3_HUMAN	Q9BRN9	TM2D3	ENSG00000184277	null	80213
C1423108	PAPOA_HUMAN	P51003	PAPOLA	ENSG00000090060	null	10914
C1413767	CSRP2_HUMAN	Q16527	CSRP2	ENSG00000175183	null	1466
C1537639	MAGBH_HUMAN	A8MXT2	MAGEB17	ENSG00000182798	null	null
C1419422	TRIM3_HUMAN	O75382	TRIM3	ENSG00000110171	null	10612
C1419732	RS29_HUMAN	P62273	RPS29	ENSG00000213741	null	6235
C1825105	F27E3_HUMAN	Q08E93	null	ENSG00000274026	null	null
C1823410	TM145_HUMAN	Q8NBT3	TMEM145	ENSG00000167619	null	null
C1537621	LSM11_HUMAN	P83369	LSM11	ENSG00000155858	null	null
C1824398	HEAS1_HUMAN	Q9H8Q6	null	ENSG00000260339	null	null
C1539587	NOG2_HUMAN	Q13823	GNL2	ENSG00000134697	null	29889
C1416261	A0A087WSY6_HUMAN	A0A087WSY6	IGKV3D-15	ENSG00000224041	null	null
C3471333	OCSTP_HUMAN	Q9BR26	OCSTAMP	ENSG00000149635	null	null
C3146639	BAKOR_HUMAN	Q6ZNE5	ATG14	ENSG00000126775	null	22863
C1415014	HXK4_HUMAN	P35557	GCK	ENSG00000106633	T87166	2645
C3470639	CX062_HUMAN	Q8N2A0	null	ENSG00000215162	null	null
C1823349	TM87B_HUMAN	Q96K49	TMEM87B	ENSG00000153214	null	84910
C1416407	IL21R_HUMAN	Q9HBE5	IL21R	ENSG00000103522	T19334	50615
C1420872	TPM1_HUMAN	P09493	TPM1	ENSG00000140416	null	7168
C1422064	ACE2_HUMAN	Q9BYF1	null	ENSG00000130234	T27889	59272
C1420495	STX12_HUMAN	Q86Y82	STX12	ENSG00000117758	null	23673
C1423839	S2A4R_HUMAN	Q9NR83	SLC2A4RG	ENSG00000125520	null	56731
C2239296	C2AIL_HUMAN	Q96HQ2	CDKN2AIPNL	ENSG00000237190	null	91368
C1539453	FA49B_HUMAN	Q9NUQ9	CYRIB	ENSG00000153310	null	51571
C1413769	CSRP3_HUMAN	P50461	CSRP3	ENSG00000129170	null	8048
C1421109	TRDN_HUMAN	Q13061	TRDN	ENSG00000186439	null	10345
C1824291	NTM1A_HUMAN	Q9BV86	NTMT1	ENSG00000148335	null	28989
C2240332	CV039_HUMAN	Q6P5X5	C22orf39	ENSG00000242259	null	128977
C1539562	GIMA1_HUMAN	Q8WWP7	GIMAP1	ENSG00000213203	null	170575
C1412723	B4GT5_HUMAN	O43286	B4GALT5	ENSG00000158470	null	9334
C1418999	PSG7_HUMAN	Q13046	PSG7	ENSG00000221878	null	5676
C1421590	ZN101_HUMAN	Q8IZC7	ZNF101	ENSG00000181896	null	94039
C3812041	TRI75_HUMAN	A6NK02	TRIM75P	ENSG00000250374	null	null
C1422523	AUTS2_HUMAN	Q8WXX7	AUTS2	ENSG00000158321	null	26053
C1822651	SCPDL_HUMAN	Q8NBX0	SCCPDH	ENSG00000143653	null	null
C1426803	FNDC5_HUMAN	Q8NAU1	FNDC5	ENSG00000160097	null	252995
C3148457	N4BP3_HUMAN	O15049	N4BP3	ENSG00000145911	null	null
C1414264	PHC1_HUMAN	P78364	PHC1	ENSG00000111752	null	1911
C1421321	UGPA_HUMAN	Q16851	UGP2	ENSG00000169764	null	7360
C1366530	FUMH_HUMAN	P07954	FH	ENSG00000091483	null	2271
C1332111	ARHG5_HUMAN	Q12774	ARHGEF5	ENSG00000050327	null	7984
C1425484	SESD1_HUMAN	Q86VW0	SESTD1	ENSG00000187231	null	91404
C1537514	KY_HUMAN	Q8NBH2	KY	ENSG00000174611	null	339855
C2678541	O14I1_HUMAN	A6ND48	OR14I1	ENSG00000189181	null	null
C1418930	KGP2_HUMAN	Q13237	PRKG2	ENSG00000138669	T23606	5593
C2681414	DHR11_HUMAN	Q6UWP2	DHRS11	ENSG00000278535	null	79154
C1539218	DAND5_HUMAN	Q8N907	DAND5	ENSG00000179284	null	199699
C1538170	ZFAN1_HUMAN	Q8TCF1	ZFAND1	ENSG00000104231	null	79752
C1825967	ME3L2_HUMAN	A8K0S8	null	ENSG00000188013	null	null
C1413201	TCPQ_HUMAN	P50990	CCT8	ENSG00000156261	null	10694
C1537475	GPAM1_HUMAN	Q8IXQ4	GPALPP1	ENSG00000133114	null	55425
C1420142	S22A7_HUMAN	Q9Y694	SLC22A7	ENSG00000137204	null	10864
C0812202	ETS2_HUMAN	P15036	ETS2	ENSG00000157557	T93121	2114
C1422579	C1QT7_HUMAN	Q9BXJ2	C1QTNF7	ENSG00000163145	null	114905
C1422985	OR8D4_HUMAN	Q8NGM9	OR8D4	ENSG00000181518	null	null
C1428064	NOL8_HUMAN	Q76FK4	NOL8	ENSG00000198000	null	55035
C1826951	RTP1_HUMAN	P59025	RTP1	ENSG00000175077	null	132112
C1845087	KKLC1_HUMAN	Q5H943	CT83	ENSG00000204019	null	203413
C1423296	O51T1_HUMAN	Q8NGJ9	OR51T1	ENSG00000176900	null	null
C1426274	O10AG_HUMAN	Q8NH19	OR10AG1	ENSG00000174970	null	null
C1823547	TTL13_HUMAN	A6NNM8	TTLL13P	ENSG00000213471	null	null
C1539070	CCD12_HUMAN	Q8WUD4	CCDC12	ENSG00000160799	null	151903
C1835837	PRAC2_HUMAN	D3DTV9	PRAC2	ENSG00000229637	null	360205
C1823593	UD2A1_HUMAN	Q9Y4X1,P0DTE5	UGT2A2	ENSG00000271271	null	null
C3891396	UMAD1_HUMAN	C9J7I0	UMAD1	ENSG00000219545	null	729852
C1837808	DHX58_HUMAN	Q96C10	DHX58	ENSG00000108771	null	79132
C2829628	KR222_HUMAN	Q3LI68	KRTAP22-2	ENSG00000206106	null	null
C2239428	F136A_HUMAN	Q96C01	FAM136A	ENSG00000035141	null	84908
C1423061	UBXN6_HUMAN	Q9BZV1	UBXN6	ENSG00000167671	null	80700
C1539925	TPSNR_HUMAN	Q9BX59	TAPBPL	ENSG00000139192	null	55080
C2239652	LIMC1_HUMAN	Q9UPQ0	LIMCH1	ENSG00000064042	null	22998
C3470564	LEGL_HUMAN	Q3ZCW2	LGALSL	ENSG00000119862	null	29094
C1413868	CP2A6_HUMAN	P11509	CYP2A6	ENSG00000255974	T06455	1548
C1417388	MSX2_HUMAN	P35548	MSX2	ENSG00000120149	null	4488
C1826443	NMRL1_HUMAN	Q9HBL8	NMRAL1	ENSG00000153406	null	57407
C3470958	CQ091_HUMAN	Q0VDD5	null	ENSG00000186594	null	null
C1540216	AT133_HUMAN	Q9H7F0	ATP13A3	ENSG00000133657	null	79572
C1416072	A0A0B4J1V6_HUMAN	A0A0B4J1V6	IGHV3-73	ENSG00000211976	null	null
C1420975	A0A0B4J276_HUMAN	A0A0B4J276	TRAV25	ENSG00000211806	null	null
C1422789	PLAC4_HUMAN	Q8WY50	null	ENSG00000280109	null	null
C1427005	SV2A_HUMAN	Q7L0J3	SV2A	ENSG00000159164	T73676	9900
C1415138	GNA11_HUMAN	P29992	GNA11	ENSG00000088256	T79799	2767
C1333933	5HT3A_HUMAN	P46098	HTR3A	ENSG00000166736	T64591	3359
C2239386	ELFN1_HUMAN	P0C7U0	ELFN1	ENSG00000225968	null	392617
C1418052	OR2T1_HUMAN	O43869	OR2T1	ENSG00000175143	null	null
C1418009	OR1N1_HUMAN	Q8NGS0	OR1N1	ENSG00000171505	null	138883
C1420594	TBCA_HUMAN	O75347	TBCA	ENSG00000171530	null	6902
C1418018	OR2A7_HUMAN	Q96R45	OR2A7	ENSG00000243896	null	null
C1420383	SPY2_HUMAN	O43597	SPRY2	ENSG00000136158	null	10253
C1537930	MOGT1_HUMAN	Q96PD6	MOGAT1	ENSG00000124003	null	116255
C1539699	RUSD3_HUMAN	Q6P087	RPUSD3	ENSG00000156990	null	285367
C1420299	SNURF_HUMAN	Q9Y675	SNURF	ENSG00000273173	null	8926
C1419225	RBL2A_HUMAN	Q9UBK7	RABL2A	ENSG00000144134	null	11159
C1426908	SULF1_HUMAN	Q8IWU6	SULF1	ENSG00000137573	null	23213
C1422189	TR19L_HUMAN	Q969Z4	RELT	ENSG00000054967	null	84957
C1334105	IL15_HUMAN	P40933	IL15	ENSG00000164136	T32240	3600
C1424582	NREP_HUMAN	Q16612	NREP	ENSG00000134986	null	9315
C1417846	NRF1_HUMAN	Q16656	NRF1	ENSG00000106459	null	4899
C1825743	K1C25_HUMAN	Q7Z3Z0	KRT25	ENSG00000204897	null	147183
C1538755	PXT1_HUMAN	Q8NFP0	PXT1	ENSG00000179165	null	222659
C1418453	PELI1_HUMAN	Q96FA3	PELI1	ENSG00000197329	null	57162
C1419143	PVRL2_HUMAN	Q92692	NECTIN2	ENSG00000130202	null	5819
C1428473	ZN540_HUMAN	Q8NDQ6	ZNF540	ENSG00000171817	null	163255
C1426570	NP1L5_HUMAN	Q96NT1	NAP1L5	ENSG00000177432	null	266812
C1426802	FNDC4_HUMAN	Q9H6D8	FNDC4	ENSG00000115226	null	64838
C1425312	DB125_HUMAN	Q8N687	DEFB125	ENSG00000178591	null	null
C1413905	RT29_HUMAN	P51398	DAP3	ENSG00000132676	null	7818
C1823515	TSH2_HUMAN	Q9NRE2	TSHZ2	ENSG00000182463	null	128553
C1423033	N2DL2_HUMAN	Q9BZM5	ULBP2	ENSG00000131015	null	80328
C1425228	PHF5A_HUMAN	Q7RTV0	PHF5A	ENSG00000100410	null	84844
C1826644	PMGT1_HUMAN	Q8WZA1	POMGNT1	ENSG00000085998	null	55624
C1824688	CDR2L_HUMAN	Q86X02	CDR2L	ENSG00000109089	null	30850
C1418403	PDCD2_HUMAN	Q16342	PDCD2	ENSG00000071994	T27736	5134
C0079471	RASH_HUMAN	P01112	HRAS	ENSG00000174775	T71081,T03871	3265
C1539098	CLC4G_HUMAN	Q6UXB4	CLEC4G	ENSG00000182566	null	339390
C1416548	KCNA5_HUMAN	P22460	KCNA5	ENSG00000130037	T17569	3741
C1418538	PHKG2_HUMAN	P15735	PHKG2	ENSG00000156873	T69208	5261
C1413683	CPSM_HUMAN	P31327	CPS1	ENSG00000021826	T25163	1373
C1538637	PHLB3_HUMAN	Q6NSJ2	PHLDB3	ENSG00000176531	T43778	653583
C1428135	COBL1_HUMAN	Q53SF7	COBLL1	ENSG00000082438	null	22837
C1540292	PD1L1_HUMAN	Q9NZQ7	CD274	ENSG00000120217	T99948,T90457	29126
C1424975	S43A3_HUMAN	Q8NBI5	SLC43A3	ENSG00000134802	null	29015
C1425223	TRPM4_HUMAN	Q8TD43	TRPM4	ENSG00000130529	T94255	54795
C1824593	CCD69_HUMAN	A6NI79	CCDC69	ENSG00000198624	null	26112
C1424669	BNIPL_HUMAN	Q7Z465	BNIPL	ENSG00000163141	null	149428
C1422403	ZSC31_HUMAN	Q96LW9	ZSCAN31	ENSG00000235109	null	64288
C1413595	CO9A1_HUMAN	P20849	COL9A1	ENSG00000112280	null	1297
C1422622	HIPK2_HUMAN	Q9H2X6	HIPK2	ENSG00000064393	T53952	28996
C1538134	YTHD2_HUMAN	Q9Y5A9	YTHDF2	ENSG00000198492	null	51441
C1426562	TALD3_HUMAN	Q9BVV6	KIAA0586	ENSG00000100578	null	9786
C1334487	MUC18_HUMAN	P43121	MCAM	ENSG00000076706	T51569,T93848	4162
C1419235	RAD21_HUMAN	O60216	RAD21	ENSG00000164754	null	5885
C2681257	SBSPO_HUMAN	Q8IVN8	SBSPON	ENSG00000164764	null	157869
C1417138	MGT5A_HUMAN	Q09328	MGAT5	ENSG00000152127	null	4249
C1423877	TRIM2_HUMAN	Q9C040	TRIM2	ENSG00000109654	null	23321
C1421886	BC11A_HUMAN	Q9H165	BCL11A	ENSG00000119866	T26470,T71369	53335
C1424675	SUGT1_HUMAN	Q9Y2Z0	SUGT1	ENSG00000165416	T75644	10910
C1537496	KLH17_HUMAN	Q6TDP4	KLHL17	ENSG00000187961	null	339451
C1421278	UB2E3_HUMAN	Q969T4	UBE2E3	ENSG00000170035	null	10477
C3470769	CQ054_HUMAN	Q8N7U9	null	ENSG00000177338	null	null
C1538153	KAISO_HUMAN	Q86T24	ZBTB33	ENSG00000177485	null	10009
C1417532	MYF5_HUMAN	P13349	MYF5	ENSG00000111049	null	4617
C1422798	CDCA5_HUMAN	Q96FF9	CDCA5	ENSG00000146670	null	113130
C2239373	EIF1A_HUMAN	Q8N9N8	EIF1AD	ENSG00000175376	null	84285
C1824570	CE112_HUMAN	Q8N8E3	CEP112	ENSG00000154240	null	201134
C1826501	NGBR_HUMAN	Q96E22	NUS1	ENSG00000153989	null	116150
C1366519	MMP11_HUMAN	P24347	MMP11	ENSG00000099953	T73180	4320
C1422225	GP123_HUMAN	Q86SQ6	ADGRA1	ENSG00000197177	null	84435
C1426074	FRAS1_HUMAN	Q86XX4	FRAS1	ENSG00000138759	null	80144
C1424783	LY96_HUMAN	Q9Y6Y9	LY96	ENSG00000154589	T52382	23643
C1424749	ATS18_HUMAN	Q8TE60	ADAMTS18	ENSG00000140873	null	170692
C3543629	MRO2A_HUMAN	A6NES4	MROH2A	ENSG00000185038	null	null
C1538733	PRUNE_HUMAN	Q86TP1	PRUNE1	ENSG00000143363	null	58497
C1424238	OSBL7_HUMAN	Q9BZF2	OSBPL7	ENSG00000006025	null	114881
C1417242	MPH6_HUMAN	Q99547	MPHOSPH6	ENSG00000135698	null	10200
C1414421	EPAS1_HUMAN	Q99814	EPAS1	ENSG00000116016	T21123,T41003	2034
C1824076	ZNFX1_HUMAN	Q9P2E3	ZNFX1	ENSG00000124201	null	57169
C1414634	FLII_HUMAN	Q13045	FLII	ENSG00000177731	null	2314
C1825786	LARP1_HUMAN	Q6PKG0	LARP1	ENSG00000155506	null	23367
C1847413	KMT2B_HUMAN	Q9UMN6	KMT2B	ENSG00000272333	null	9757
C1364508	PERT_HUMAN	P07202	TPO	ENSG00000115705	T51120	7173
C1428387	FA32A_HUMAN	Q9Y421	FAM32A	ENSG00000105058	null	26017
C1826565	PEBP1_HUMAN	P30086	PEBP1	ENSG00000089220	T93904	5037
C1427411	UN5CL_HUMAN	Q8IV45	UNC5CL	ENSG00000124602	null	222643
C1824897	DCNL4_HUMAN	Q92564	DCUN1D4	ENSG00000109184	null	23142
C1537478	F171B_HUMAN	Q6P995	FAM171B	ENSG00000144369	null	165215
C1825033	EFC4A_HUMAN	Q8N4Y2	CRACR2B	ENSG00000177685	null	283229
C1425757	RIN3_HUMAN	Q8TB24	RIN3	ENSG00000100599	null	79890
C1416638	KIF5A_HUMAN	Q12840	KIF5A	ENSG00000155980	T93716	3798
C1420213	SC6A3_HUMAN	Q01959	SLC6A3	ENSG00000142319	T55959	6531
C1824457	ASAS1_HUMAN	Q495Z4	null	ENSG00000267080	null	null
C1419925	SC23A_HUMAN	Q15436	SEC23A	ENSG00000100934	null	10484
C2828843	TOPZ1_HUMAN	Q8N9V7	TOPAZ1	ENSG00000173769	null	375337
C4555179	CQ105_HUMAN	B2RV13	CFAP97D1	ENSG00000231256	null	null
C1538284	ANR22_HUMAN	Q5VYY1	ANKRD22	ENSG00000152766	null	118932
C1416993	MA1A2_HUMAN	O60476	MAN1A2	ENSG00000198162	null	10905
C1332372	BAG4_HUMAN	O95429	BAG4	ENSG00000156735	null	9530
C1824181	DCNP1_HUMAN	Q8TF63	DCANP1	ENSG00000251380	null	140947
C1415980	IGHG3_HUMAN	P01860	null	ENSG00000211897	null	null
C1419776	RYBP_HUMAN	Q8N488	RYBP	ENSG00000163602	null	23429
C3472142	AGIT1_HUMAN	Q9H0P7	null	ENSG00000279355	null	null
C1418361	PCDGH_HUMAN	Q9Y5G0	PCDHGB5	ENSG00000276547	null	null
C1415725	HES1_HUMAN	Q14469	HES1	ENSG00000114315	null	3280
C1332424	BMP2_HUMAN	P12643	BMP2	ENSG00000125845	T68383	650
C1846885	CXD2_HUMAN	Q9UKL4	GJD2	ENSG00000159248	T88104	57369
C1825587	IGS22_HUMAN	Q8N9C0	IGSF22	ENSG00000179057	null	283284
C1824169	CD026_HUMAN	Q17RF5	ODAPH	ENSG00000174792	null	152816
C1415309	GRM7_HUMAN	Q14831	GRM7	ENSG00000196277	T61243	2917
C1421417	UXT_HUMAN	Q9UBK9	UXT	ENSG00000126756	null	8409
C1417566	MYO5B_HUMAN	Q9ULV0	MYO5B	ENSG00000167306	null	4645
C1418939	HSP1_HUMAN	P04553	PRM1	ENSG00000175646	null	5619
C1428919	PPRC1_HUMAN	Q5VV67	PPRC1	ENSG00000148840	null	23082
C1415661	HXA7_HUMAN	P31268	HOXA7	ENSG00000122592	T26338	3204
C1825212	FA92B_HUMAN	Q6ZTR7	CIBAR2	ENSG00000153789	null	339145
C1427219	LRRN1_HUMAN	Q6UXK5	LRRN1	ENSG00000175928	null	57633
C1427476	CROCC_HUMAN	Q5TZA2	CROCC	ENSG00000058453	null	9696
C1420991	A0JD32_HUMAN	A0JD32	TRAV38-2DV8	ENSG00000211817	null	null
C1825510	HMBX1_HUMAN	Q6NT76	HMBOX1	ENSG00000147421	null	79618
C3146566	SRCRL_HUMAN	A1L4H1	SSC5D	ENSG00000179954	null	284297
C1538092	WDR48_HUMAN	Q8TAF3	WDR48	ENSG00000114742	null	57599
C1825350	SLD5_HUMAN	Q9BRT9	GINS4	ENSG00000147536	null	84296
C1540219	CNO11_HUMAN	Q9UKZ1	CNOT11	ENSG00000158435	null	null
C2828849	CE058_HUMAN	C9J3I9	C5orf58	ENSG00000234511	null	null
C1426018	T2R30_HUMAN	P59541	TAS2R30	ENSG00000256188	null	null
C1414624	FKBP2_HUMAN	P26885	FKBP2	ENSG00000173486	null	2286
C3469615	ARM12_HUMAN	Q5T9G4	ARMC12	ENSG00000157343	null	221481
C1414411	ENSA_HUMAN	O43768	ENSA	ENSG00000143420	T58460	2029
C1419817	SARDH_HUMAN	Q9UL12	SARDH	ENSG00000123453	null	1757
C0812299	FOSL1_HUMAN	P15407	FOSL1	ENSG00000175592	T89299	8061
C1540157	UCK2_HUMAN	Q9BZX2	UCK2	ENSG00000143179	null	7371
C1825200	F90AI_HUMAN	A6NE21	null	ENSG00000237122	null	null
C1419369	RGS11_HUMAN	O94810	RGS11	ENSG00000076344	null	8786
